FY,Dept Level,Job Code,Job Title,Sum FTE,Biweekly Low Rate,Biweekly High Rate
2010,AAM,0922,Manager I,2.00,3282.00,4188.00
2010,AAM,0963,Dept Head III,1.00,5368.00,6851.00
2010,AAM,1450,Executive Secretary 1,1.00,2074.00,2521.00
2010,AAM,3302,Admission Attendant,4.00,1349.00,1634.00
2010,AAM,3518,"Assoc Musm Cnsrvt, AAM",1.00,2377.00,2890.00
2010,AAM,3524,Principal Museum Preparator,1.00,2104.00,2557.00
2010,AAM,3525,Chief Preparator,1.00,2314.00,2813.00
2010,AAM,3546,Curator 4,2.00,2918.00,3547.00
2010,AAM,3558,Senior Museum Registrar,1.00,2319.00,2819.00
2010,AAM,3633,Librarian 2 - Asian Arts,1.00,2621.00,3187.00
2010,AAM,7120,Bldgs & Grounds Maint Supt,1.00,4212.00,4212.00
2010,AAM,7334,Stationary Engineer,4.00,2893.00,2893.00
2010,AAM,7335,Senior Stationary Engineer,1.00,3279.00,3279.00
2010,AAM,7345,Electrician,1.00,2890.00,3513.00
2010,AAM,8226,Museum Guard,31.75,1765.00,2145.00
2010,AAM,8228,Museum Sec Supv,3.00,1965.00,2388.00
2010,AAM,TEMPM,Temporary Position,4.70,0.00,0.00
2010,ADM,0112,"BdComm Mbr, Grp3,M=$50/Mtg",0.00,50.00,50.00
2010,ADM,0922,Manager I,7.92,3282.00,4188.00
2010,ADM,0923,Manager II,1.50,3520.00,4492.00
2010,ADM,0931,Manager III,10.08,3799.00,4848.00
2010,ADM,0932,Manager IV,4.50,4075.00,5200.00
2010,ADM,0933,Manager V,9.00,4397.00,5612.00
2010,ADM,0941,Manager VI,3.00,4717.00,6019.00
2010,ADM,0952,Dep Dir II,3.00,3799.00,4848.00
2010,ADM,0953,Dep Dir III,6.00,4717.00,6019.00
2010,ADM,0961,Dept Head I,1.00,4075.00,5200.00
2010,ADM,0962,Dept Head II,2.00,5051.00,6446.00
2010,ADM,0965,Dept Head V,2.00,7668.00,9787.00
2010,ADM,1022,IS Administrator 2,1.00,2557.00,3108.00
2010,ADM,1023,IS Administrator 3,1.00,3108.00,3777.00
2010,ADM,1044,IS Engineer-Principal,2.00,4025.00,5062.00
2010,ADM,1051,IS Business Analyst-Assistant,1.00,2353.00,2960.00
2010,ADM,1052,IS Business Analyst,3.00,2722.00,3427.00
2010,ADM,1053,IS Business Analyst-Senior,1.08,3154.00,3966.00
2010,ADM,1054,IS Business Analyst-Principal,1.00,3652.00,4592.00
2010,ADM,1070,IS Project Director,0.08,4025.00,5062.00
2010,ADM,1204,Senior Personnel Clerk,1.00,1951.00,2371.00
2010,ADM,1220,Payroll Clerk,4.00,1936.00,2354.00
2010,ADM,1222,Sr Payroll & Personnel Clerk,5.00,2124.00,2582.00
2010,ADM,1224,Pr Payroll & Personnel Clerk,2.00,2342.00,2847.00
2010,ADM,1226,Chf Payroll & Personnel Clerk,1.00,2472.00,3005.00
2010,ADM,1232,Training Officer,4.00,2685.00,3263.00
2010,ADM,1237,Training Coordinator,1.00,3035.00,3689.00
2010,ADM,1241,Personnel Analyst,4.92,2193.00,3229.00
2010,ADM,1244,Senior Personnel Analyst,8.00,3108.00,3777.00
2010,ADM,1324,Customer Service Agent,74.15,2063.00,2507.00
2010,ADM,1326,Customer Service Agent Supv,6.23,2337.00,2841.00
2010,ADM,1365,Special Assistant 6,1.00,2063.00,2507.00
2010,ADM,1408,Principal Clerk,5.38,2074.00,2521.00
2010,ADM,1410,Chief Clerk,2.00,2377.00,2890.00
2010,ADM,1424,Clerk Typist,3.00,1577.00,1914.00
2010,ADM,1426,Senior Clerk Typist,5.00,1727.00,2099.00
2010,ADM,1434,Shelter Service Representative,6.00,1658.00,2115.00
2010,ADM,1435,Shelter Officer Supervisor,1.00,1818.00,2209.00
2010,ADM,1437,Shelter Office Asst Supv,1.00,1714.00,2084.00
2010,ADM,1446,Secretary 2,4.38,1904.00,2314.00
2010,ADM,1450,Executive Secretary 1,2.00,2074.00,2521.00
2010,ADM,1452,Executive Secretary 2,2.08,2377.00,2890.00
2010,ADM,1454,Executive Secretary 3,1.00,2582.00,3138.00
2010,ADM,1632,Senior Account Clerk,2.00,1881.00,2287.00
2010,ADM,1634,Principal Account Clerk,2.00,2124.00,2582.00
2010,ADM,1652,Accountant II,1.00,2365.00,2874.00
2010,ADM,1654,Accountant III,3.00,2862.00,3479.00
2010,ADM,1657,Accountant IV,1.00,3313.00,4028.00
2010,ADM,1708,Senior Telephone Operator,1.00,1658.00,2014.00
2010,ADM,1777,Media/Security Sys Spec,2.00,2827.00,3436.00
2010,ADM,1781,Media/Security Syst Supv,1.00,3248.00,3948.00
2010,ADM,1820,Junior Administrative Analyst,1.00,1862.00,2264.00
2010,ADM,1822,Administrative Analyst,5.00,2449.00,2977.00
2010,ADM,1823,Senior Administrative Analyst,11.38,2977.00,3618.00
2010,ADM,1824,Pr Administrative Analyst,7.00,3446.00,4188.00
2010,ADM,1840,Junior Management Assistant,1.00,1985.00,2412.00
2010,ADM,1842,Management Assistant,3.08,2252.00,2737.00
2010,ADM,1844,Senior Management Assistant,3.00,2582.00,3138.00
2010,ADM,1922,Senior Inventory Clerk,1.00,1558.00,1890.00
2010,ADM,1929,Parts Storekeeper,3.00,1862.00,2264.00
2010,ADM,1942,Asst Materials Coordinator,1.00,2700.00,3282.00
2010,ADM,1952,Purchaser,11.92,2507.00,3047.00
2010,ADM,1956,Senior Purchaser,12.00,3047.00,3703.00
2010,ADM,1958,Supervising Purchaser,4.00,3703.00,4500.00
2010,ADM,2292,Shelter Veterinarian,1.00,3470.00,4539.00
2010,ADM,2403,Forensic Laboratory Technician,2.00,2412.00,2933.00
2010,ADM,2456,Asst Forensic Toxicologist 1,5.00,3217.00,3910.00
2010,ADM,2458,Forensic Toxicologist,1.00,5679.00,6902.00
2010,ADM,2523,Forensic Autopsy Technician,2.00,2124.00,2582.00
2010,ADM,2577,Med Examiner's Investigator I,1.00,2258.00,2745.00
2010,ADM,2578,Med Examiner's Investigator II,9.00,2745.00,3337.00
2010,ADM,2579,Med Examiner's InvestigatorIII,2.00,3018.00,3668.00
2010,ADM,2598,Asst Med Examiner,4.00,7148.00,10059.00
2010,ADM,2708,Custodian,104.43,1584.00,1923.00
2010,ADM,2716,Custodial Assistant Supervisor,7.69,1740.00,2115.00
2010,ADM,2718,Custodial Supervisor,6.00,1918.00,2332.00
2010,ADM,2720,Janitorial Services Supervisor,1.00,2115.00,2571.00
2010,ADM,2978,Contract Compliance Officer 2,6.00,3788.00,4604.00
2010,ADM,2992,Contract Compliance Officer 1,8.77,2890.00,3513.00
2010,ADM,3370,Animal Care Attendant,11.00,1658.00,2115.00
2010,ADM,3371,Animal Care Supervisor,1.00,1844.00,2242.00
2010,ADM,3372,Animal Control Officer,10.00,1835.00,2342.00
2010,ADM,3374,Volunteer/Outreach Coord,1.00,2242.00,2726.00
2010,ADM,3375,Animal Health Technician,1.00,1470.00,1782.00
2010,ADM,3376,Animal Care Asst Supv,1.00,1740.00,2115.00
2010,ADM,3378,Field Svcs Asst Supv,1.00,1782.00,2166.00
2010,ADM,3549,Arts Program Assistant,1.00,1985.00,2412.00
2010,ADM,4140,Real Property Manager,4.00,3072.00,3734.00
2010,ADM,4142,Senior Real Property Officer,5.00,3557.00,4323.00
2010,ADM,4143,Principal Real Property Ofc,5.00,4117.00,5005.00
2010,ADM,5177,Safety Officer,1.00,3815.00,4637.00
2010,ADM,5366,Engineering Associate 2,1.00,2806.00,3410.00
2010,ADM,6130,Safety Analyst,1.00,3460.00,4206.00
2010,ADM,6138,Industrial Hygienist,1.00,3460.00,4206.00
2010,ADM,6139,Senior Industrial Hygienist,2.00,3881.00,4717.00
2010,ADM,6333,Senior Building Inspector,1.00,3689.00,4484.00
2010,ADM,7120,Bldgs & Grounds Maint Supt,2.00,4212.00,4212.00
2010,ADM,7203,Bldg & Grounds Maint Sprv,1.00,3600.00,3600.00
2010,ADM,7205,Chief Stationary Engineer,2.00,3671.00,3671.00
2010,ADM,7249,Automotive Mechanic Sprv 1,1.00,3883.00,3883.00
2010,ADM,7254,Automotive Machinist Sprv 1,4.00,3883.00,3883.00
2010,ADM,7258,Maintenance Machinist Sprv 1,1.00,3883.00,3883.00
2010,ADM,7277,City Shops Asst Superintendent,1.00,3513.00,4270.00
2010,ADM,7306,Automotive Body & Fender Wrk,3.00,2923.00,2923.00
2010,ADM,7309,Car and Auto Painter,3.00,2923.00,2923.00
2010,ADM,7313,Automotive Machinist,38.00,2954.00,2954.00
2010,ADM,7315,Auto Machinist Asst Sprv,3.00,3522.00,3522.00
2010,ADM,7332,Maintenance Machinist,5.00,2507.00,3047.00
2010,ADM,7333,Apprentice Stationary Engineer,2.00,1880.00,2748.00
2010,ADM,7334,Stationary Engineer,30.69,2893.00,2893.00
2010,ADM,7335,Senior Stationary Engineer,4.00,3279.00,3279.00
2010,ADM,7344,Carpenter,1.00,2571.00,3126.00
2010,ADM,7345,Electrician,1.00,2890.00,3513.00
2010,ADM,7346,Painter,1.00,2365.00,2874.00
2010,ADM,7347,Plumber,1.00,2989.00,3633.00
2010,ADM,7358,Pattern Maker,2.00,2700.00,3282.00
2010,ADM,7381,Automotive Mechanic,20.00,2923.00,2923.00
2010,ADM,7382,Automotive Mechanic Asst Sprv,1.00,3522.00,3522.00
2010,ADM,7389,Metalsmith,3.00,2199.00,2672.00
2010,ADM,7410,Automotive Service Worker,19.00,1914.00,2326.00
2010,ADM,7412,Auto Svc Wrk Asst Sprv,1.00,2120.00,2577.00
2010,ADM,7514,General Laborer,3.00,1876.00,2281.00
2010,ADM,8106,Legal Process Clerk,5.00,1646.00,1999.00
2010,ADM,8108,Senior Legal Process Clerk,6.00,1805.00,2194.00
2010,ADM,9774,Sr. Community Devl Spc 1,1.00,2685.00,3263.00
2010,ADM,9922,PS Aide to Prof,1.00,1405.00,1405.00
2010,ADM,AC43,Grants Associate,1.00,2194.00,2666.00
2010,ADM,TEMPM,Temporary Position,20.76,0.00,0.00
2010,ADP,0931,Manager III,1.00,3799.00,4848.00
2010,ADP,1023,IS Administrator 3,1.00,3108.00,3777.00
2010,ADP,1054,IS Business Analyst-Principal,1.00,3652.00,4592.00
2010,ADP,1222,Sr Payroll & Personnel Clerk,1.00,2124.00,2582.00
2010,ADP,1244,Senior Personnel Analyst,0.77,3108.00,3777.00
2010,ADP,1408,Principal Clerk,1.00,2074.00,2521.00
2010,ADP,1424,Clerk Typist,6.00,1577.00,1914.00
2010,ADP,1430,Transcriber Typist,1.00,1727.00,2099.00
2010,ADP,1454,Executive Secretary 3,1.00,2582.00,3138.00
2010,ADP,1652,Accountant II,1.00,2365.00,2874.00
2010,ADP,1823,Senior Administrative Analyst,1.00,2977.00,3618.00
2010,ADP,8434,Sprv Adult Probation Ofc,11.50,3295.00,4006.00
2010,ADP,8435,"Div Director, Adult Probation",3.00,3282.00,4188.00
2010,ADP,8436,Chief Adult Probation Officer,1.00,5051.00,6446.00
2010,ADP,8438,Chief Deputy Adlt Probation Of,1.00,3799.00,4848.00
2010,ADP,8444,Deputy Probation Officer,79.54,2041.00,3308.00
2010,ADP,TEMPM,Temporary Position,0.26,0.00,0.00
2010,AIR,0114,"BdComm Mbr, Grp5,M$100/Mo",0.00,100.00,100.00
2010,AIR,0922,Manager I,14.00,3282.00,4188.00
2010,AIR,0923,Manager II,26.00,3520.00,4492.00
2010,AIR,0931,Manager III,16.00,3799.00,4848.00
2010,AIR,0932,Manager IV,10.00,4075.00,5200.00
2010,AIR,0933,Manager V,10.00,4397.00,5612.00
2010,AIR,0941,Manager VI,15.00,4717.00,6019.00
2010,AIR,0942,Manager VII,5.00,5051.00,6446.00
2010,AIR,0955,Dep Dir V,7.00,5722.00,7303.00
2010,AIR,0965,Dept Head V,1.00,7668.00,9787.00
2010,AIR,1003,IS Operator-Senior,2.00,2053.00,2496.00
2010,AIR,1021,IS Administrator 1,1.00,2104.00,2557.00
2010,AIR,1022,IS Administrator 2,8.00,2557.00,3108.00
2010,AIR,1023,IS Administrator 3,4.00,3108.00,3777.00
2010,AIR,1032,IS Trainer-Journey,1.00,2557.00,3108.00
2010,AIR,1033,IS Trainer-Senior,1.00,3108.00,3777.00
2010,AIR,1042,IS Engineer-Journey,8.00,3376.00,4247.00
2010,AIR,1043,IS Engineer-Senior,14.00,3743.00,4706.00
2010,AIR,1044,IS Engineer-Principal,4.00,4025.00,5062.00
2010,AIR,1051,IS Business Analyst-Assistant,1.00,2353.00,2960.00
2010,AIR,1052,IS Business Analyst,3.00,2722.00,3427.00
2010,AIR,1053,IS Business Analyst-Senior,5.00,3154.00,3966.00
2010,AIR,1054,IS Business Analyst-Principal,8.00,3652.00,4592.00
2010,AIR,1070,IS Project Director,8.00,4025.00,5062.00
2010,AIR,1203,Personnel Technician,2.00,2130.00,2589.00
2010,AIR,1204,Senior Personnel Clerk,5.00,1951.00,2371.00
2010,AIR,1218,Payroll Supervisor,1.00,2726.00,3313.00
2010,AIR,1220,Payroll Clerk,4.00,1936.00,2354.00
2010,AIR,1224,Pr Payroll & Personnel Clerk,2.00,2342.00,2847.00
2010,AIR,1231,"Assistant Manager, EEO",1.00,3295.00,4006.00
2010,AIR,1241,Personnel Analyst,9.00,2193.00,3229.00
2010,AIR,1244,Senior Personnel Analyst,8.00,3108.00,3777.00
2010,AIR,1310,Public Relations Assistant,2.00,1706.00,2074.00
2010,AIR,1404,Clerk,2.00,1517.00,1840.00
2010,AIR,1406,Senior Clerk,2.00,1573.00,1909.00
2010,AIR,1408,Principal Clerk,2.00,2074.00,2521.00
2010,AIR,1410,Chief Clerk,2.00,2377.00,2890.00
2010,AIR,1424,Clerk Typist,12.50,1577.00,1914.00
2010,AIR,1426,Senior Clerk Typist,14.00,1727.00,2099.00
2010,AIR,1444,Secretary 1,8.00,1646.00,1999.00
2010,AIR,1446,Secretary 2,18.00,1904.00,2314.00
2010,AIR,1450,Executive Secretary 1,16.00,2074.00,2521.00
2010,AIR,1452,Executive Secretary 2,11.00,2377.00,2890.00
2010,AIR,1458,Legal Secretary 1,1.00,2209.00,2685.00
2010,AIR,1630,Account Clerk,2.00,1626.00,1975.00
2010,AIR,1632,Senior Account Clerk,6.00,1881.00,2287.00
2010,AIR,1634,Principal Account Clerk,1.00,2124.00,2582.00
2010,AIR,1652,Accountant II,3.00,2365.00,2874.00
2010,AIR,1654,Accountant III,4.00,2862.00,3479.00
2010,AIR,1657,Accountant IV,4.00,3313.00,4028.00
2010,AIR,1686,Auditor III,1.00,3396.00,4128.00
2010,AIR,1706,Telephone Operator,5.00,1506.00,1827.00
2010,AIR,1760,Offset Machine Operator,2.00,1752.00,2130.00
2010,AIR,1764,Mail & Reproduction Svc Sprv,1.00,2247.00,2732.00
2010,AIR,1802,Research Assistant,2.00,2023.00,2459.00
2010,AIR,1822,Administrative Analyst,7.00,2449.00,2977.00
2010,AIR,1823,Senior Administrative Analyst,8.00,2977.00,3618.00
2010,AIR,1824,Pr Administrative Analyst,6.00,3446.00,4188.00
2010,AIR,1840,Junior Management Assistant,1.00,1985.00,2412.00
2010,AIR,1842,Management Assistant,6.00,2252.00,2737.00
2010,AIR,1844,Senior Management Assistant,4.00,2582.00,3138.00
2010,AIR,1849,"Prog Mgr, Bus & Econ Develop",1.00,3387.00,3387.00
2010,AIR,1920,Inventory Clerk,1.00,1513.00,1835.00
2010,AIR,1929,Parts Storekeeper,3.00,1862.00,2264.00
2010,AIR,1931,Senior Parts Storekeeper,1.00,2023.00,2459.00
2010,AIR,1934,Storekeeper,1.00,1658.00,2014.00
2010,AIR,1942,Asst Materials Coordinator,1.00,2700.00,3282.00
2010,AIR,2481,Water QualityTech I/II,1.00,2084.00,2933.00
2010,AIR,2483,Biologist I/II,1.00,2472.00,3479.00
2010,AIR,2486,Chemist I/II,2.00,2472.00,3479.00
2010,AIR,2488,Supv Chemist,1.00,3479.00,4229.00
2010,AIR,2618,Food Service Supervisor,2.00,1773.00,2156.00
2010,AIR,2619,Senior Food Service Supervisor,1.00,1955.00,2377.00
2010,AIR,2706,Housekeeper/Food Service Clnr,41.50,1394.00,1690.00
2010,AIR,2708,Custodian,332.00,1584.00,1923.00
2010,AIR,2716,Custodial Assistant Supervisor,18.00,1740.00,2115.00
2010,AIR,2718,Custodial Supervisor,12.00,1918.00,2332.00
2010,AIR,2719,Janitorial Svcs Asst Sprv,5.00,2079.00,2527.00
2010,AIR,3417,Gardener,14.00,1941.00,2360.00
2010,AIR,3422,Park Section Supervisor,2.00,2360.00,2868.00
2010,AIR,3424,Pest Control Specialist,2.00,2360.00,2868.00
2010,AIR,3520,Museum Preparator,5.00,1618.00,1965.00
2010,AIR,3522,Senior Museum Preparator,2.00,1765.00,2145.00
2010,AIR,3542,Curator 2,4.00,2287.00,2779.00
2010,AIR,3544,Curator 3,2.00,2412.00,2933.00
2010,AIR,3546,Curator 4,3.00,2918.00,3547.00
2010,AIR,3554,Associate Museum Registrar,1.00,1658.00,2014.00
2010,AIR,3556,Museum Registrar,2.00,1927.00,2342.00
2010,AIR,3558,Senior Museum Registrar,1.00,2319.00,2819.00
2010,AIR,3610,Library Assistant,1.00,1727.00,2099.00
2010,AIR,3632,Librarian 2,1.00,2621.00,3187.00
2010,AIR,4310,Commercial Div Asst Sprv,1.00,2533.00,3080.00
2010,AIR,4321,Cashier 2,1.00,1686.00,2048.00
2010,AIR,5130,Sewage Treatment Plant Supt,2.00,4006.00,4869.00
2010,AIR,5174,Administrative Engineer,1.00,4246.00,5161.00
2010,AIR,5177,Safety Officer,1.00,3815.00,4637.00
2010,AIR,5203,Asst Engr,19.00,2933.00,3566.00
2010,AIR,5207,Assoc Engineer,12.00,3410.00,4145.00
2010,AIR,5211,Eng/Arch/Landscape Arch Sr,11.00,4570.00,5556.00
2010,AIR,5212,Engineer/Architect Principal,6.00,5303.00,6446.00
2010,AIR,5241,Engineer,18.00,3948.00,4799.00
2010,AIR,5260,Architectural Assistant 1,3.00,2319.00,2819.00
2010,AIR,5261,Architectural Assistant 2,1.00,2557.00,3108.00
2010,AIR,5264,Airport Noise Abatement Spec,1.00,2292.00,2786.00
2010,AIR,5265,Architectural Associate 1,2.00,2933.00,3566.00
2010,AIR,5266,Architectural Associate 2,7.00,3410.00,4145.00
2010,AIR,5268,Architect,4.00,3948.00,4799.00
2010,AIR,5271,Sr Airport Noise Abatement Spe,1.00,2496.00,3035.00
2010,AIR,5272,Landscape Architect Assoc 2,1.00,3410.00,4145.00
2010,AIR,5278,Planner 2,3.00,2607.00,3169.00
2010,AIR,5283,Planner 5,1.00,4352.00,5291.00
2010,AIR,5290,Transit Planner 4,4.00,3668.00,4458.00
2010,AIR,5291,Planner 3,1.00,3093.00,3760.00
2010,AIR,5293,Planner 4,2.00,3668.00,4458.00
2010,AIR,5298,Planner 3-Environmental Review,1.00,3093.00,3760.00
2010,AIR,5303,"Sprv, Traffic & Street Signs",1.00,2835.00,3446.00
2010,AIR,5305,Materials Testing Technician,3.00,2166.00,2632.00
2010,AIR,5310,Survey Assistant I,1.00,2199.00,2672.00
2010,AIR,5312,Survey Assistant II,2.00,2472.00,3005.00
2010,AIR,5314,Survey Associate,3.00,2847.00,3460.00
2010,AIR,5322,Graphic Artist,1.00,1791.00,2178.00
2010,AIR,5330,Graphics Supervisor,1.00,2545.00,3093.00
2010,AIR,5362,Engineering Assistant,5.00,2188.00,2660.00
2010,AIR,5364,Engineering Associate 1,7.00,2424.00,2946.00
2010,AIR,5366,Engineering Associate 2,6.00,2806.00,3410.00
2010,AIR,5504,Project Manager 2,1.00,5134.00,5134.00
2010,AIR,5506,Project Manager 3,1.00,6231.00,6231.00
2010,AIR,5508,Project Manager 4,2.00,6949.00,6949.00
2010,AIR,5602,Utility Specialist,2.00,3038.00,4488.00
2010,AIR,5640,Environmental Spec,1.00,2571.00,3126.00
2010,AIR,6130,Safety Analyst,1.00,3460.00,4206.00
2010,AIR,6138,Industrial Hygienist,1.00,3460.00,4206.00
2010,AIR,6235,Heating/Ventilating Inspector,2.00,3346.00,4067.00
2010,AIR,6242,Plumbing Inspector,1.00,3346.00,4067.00
2010,AIR,6248,Electrical Inspector,2.00,3346.00,4067.00
2010,AIR,6318,Construction Inspector,6.00,2960.00,3597.00
2010,AIR,6319,Senior Const Inspector,1.00,3263.00,3966.00
2010,AIR,6331,Building Inspector,3.00,3346.00,4067.00
2010,AIR,6335,Disability Access Coordinator,1.00,4500.00,5469.00
2010,AIR,7108,Heavy Equip Ops Asst Sprv,1.00,3093.00,3760.00
2010,AIR,7120,Bldgs & Grounds Maint Supt,1.00,4212.00,4212.00
2010,AIR,7205,Chief Stationary Engineer,3.00,3671.00,3671.00
2010,AIR,7208,Heavy Equipment Ops Sprv,2.00,3248.00,3948.00
2010,AIR,7213,Plumber Supervisor 1,4.00,3359.00,4082.00
2010,AIR,7215,General Laborer Supervisor 1,7.00,2079.00,2527.00
2010,AIR,7219,Maintenance Scheduler,1.00,2124.00,2582.00
2010,AIR,7220,Asphalt Finisher Supervisor 1,2.00,2693.00,3273.00
2010,AIR,7226,Carpenter Supervisor 1,3.00,3169.00,3851.00
2010,AIR,7238,Electrician Supervisor 1,3.00,3263.00,3966.00
2010,AIR,7239,Plumber Supervisor 2,1.00,3703.00,4500.00
2010,AIR,7242,Painter Supervisor 1,3.00,2685.00,3446.00
2010,AIR,7247,Sheet Metal Wrk Supervisor 2,1.00,3653.00,4440.00
2010,AIR,7248,Steamfitter Supervisor 2,1.00,3703.00,4500.00
2010,AIR,7252,"Chf Stationary Eng, Sew Plant",2.00,4046.00,4046.00
2010,AIR,7268,Window Cleaner Supervisor,1.00,2199.00,2672.00
2010,AIR,7272,Carpenter Supervisor 2,1.00,3493.00,4246.00
2010,AIR,7277,City Shops Asst Superintendent,1.00,3513.00,4270.00
2010,AIR,7278,Painter Supervisor 2,1.00,2977.00,3618.00
2010,AIR,7287,Sprv Electronic Main Tech,1.00,3703.00,4500.00
2010,AIR,7306,Automotive Body & Fender Wrk,2.00,2923.00,2923.00
2010,AIR,7308,Cable Splicer,3.00,3108.00,3777.00
2010,AIR,7313,Automotive Machinist,8.00,2954.00,2954.00
2010,AIR,7315,Auto Machinist Asst Sprv,4.00,3522.00,3522.00
2010,AIR,7317,Senior Water Service Inspector,1.00,3493.00,4246.00
2010,AIR,7318,Electronic Maintenance Tech,14.00,3199.00,3888.00
2010,AIR,7328,"Operating Engineer, Universal",5.00,2800.00,3403.00
2010,AIR,7329,Electr Maint Tech Asst Sprv,1.00,3460.00,4206.00
2010,AIR,7333,Apprentice Stationary Engineer,3.00,1880.00,2748.00
2010,AIR,7334,Stationary Engineer,46.00,2893.00,2893.00
2010,AIR,7335,Senior Stationary Engineer,7.00,3279.00,3279.00
2010,AIR,7336,Electr Instrmntn Tech Wtr Poll,1.00,3199.00,3888.00
2010,AIR,7342,Locksmith,3.00,2571.00,3126.00
2010,AIR,7344,Carpenter,16.00,2571.00,3126.00
2010,AIR,7345,Electrician,19.00,2890.00,3513.00
2010,AIR,7346,Painter,26.00,2365.00,2874.00
2010,AIR,7347,Plumber,21.00,2989.00,3633.00
2010,AIR,7348,Steamfitter,8.00,2989.00,3633.00
2010,AIR,7349,Steamfitter Supervisor I,1.00,3359.00,4082.00
2010,AIR,7355,Truck Driver,17.00,2317.00,2951.00
2010,AIR,7360,Pipe Welder,2.00,2989.00,3633.00
2010,AIR,7362,Communications Systems Tech,2.00,3155.00,3836.00
2010,AIR,7368,Senior Comm Systems Technican,1.00,3653.00,4440.00
2010,AIR,7372,"Stationary Eng, Sewage Plant",19.00,3190.00,3190.00
2010,AIR,7373,"Sr. Stationary Eng, Sew Plant",3.00,3611.00,3611.00
2010,AIR,7375,"Aprntc Statnry Eng, Sew Plant",2.00,2074.00,3031.00
2010,AIR,7376,Sheet Metal Worker,12.00,3005.00,3653.00
2010,AIR,7378,Tile Setter,1.00,2365.00,2874.00
2010,AIR,7381,Automotive Mechanic,5.00,2923.00,2923.00
2010,AIR,7392,Window Cleaner,15.00,2135.00,2596.00
2010,AIR,7404,Asphalt Finisher,3.00,1980.00,2407.00
2010,AIR,7410,Automotive Service Worker,5.00,1914.00,2326.00
2010,AIR,7457,Sign Worker,5.00,1975.00,2401.00
2010,AIR,7502,Asphalt Worker,1.00,1914.00,2326.00
2010,AIR,7510,Lighting Fixture Maint Worker,8.00,1596.00,1936.00
2010,AIR,7514,General Laborer,27.00,1876.00,2281.00
2010,AIR,8139,Industrial Injury Investigator,1.00,2156.00,2621.00
2010,AIR,8151,"Claims Investigator, CA",1.00,3064.00,3724.00
2010,AIR,9202,Airports Communicatins Disp,29.00,2269.00,2758.00
2010,AIR,9203,Sr Airport Communications Disp,10.00,2502.00,3041.00
2010,AIR,9204,Airports Communications Sprv,2.00,2693.00,3273.00
2010,AIR,9206,Airport Property Specialist 1,10.00,3072.00,3734.00
2010,AIR,9212,Airport Safety Officer,37.00,2395.00,2910.00
2010,AIR,9220,Airport Operations Supervisor,11.00,2813.00,3418.00
2010,AIR,9230,Airport Custodial Svcs Sprv,1.00,2178.00,2647.00
2010,AIR,9232,Airport Mechanical Maint Sprv,1.00,4550.00,4550.00
2010,AIR,9240,Airport Electrician,17.00,3189.00,3873.00
2010,AIR,9241,Airport Electrician Supervisor,2.00,3460.00,4206.00
2010,AIR,9242,Head Airport Electrician,1.00,3633.00,4416.00
2010,AIR,9247,Airport Emerg Planning Coord,2.00,2835.00,3446.00
2010,AIR,9251,Public Relations Mgr,1.00,3714.00,4514.00
2010,AIR,9254,"Asst to Dir, Public Affairs",1.00,2874.00,3493.00
2010,AIR,9255,Airport Economic Planner,13.00,3653.00,4440.00
2010,AIR,9345,Sheet Metal Supervisor 1,3.00,3359.00,4082.00
2010,AIR,9706,Employment & Training Spec 5,1.00,2847.00,3460.00
2010,AIR,9910,Public Service Trainee,2.00,0.00,0.00
2010,AIR,TEMPM,Temporary Position,27.45,0.00,0.00
2010,ART,0932,Manager IV,1.00,4075.00,5200.00
2010,ART,0961,Dept Head I,1.00,4075.00,5200.00
2010,ART,1452,Executive Secretary 2,1.00,2377.00,2890.00
2010,ART,1630,Account Clerk,1.00,1626.00,1975.00
2010,ART,1632,Senior Account Clerk,1.00,1881.00,2287.00
2010,ART,1822,Administrative Analyst,1.00,2449.00,2977.00
2010,ART,1824,Pr Administrative Analyst,3.00,3446.00,4188.00
2010,ART,1842,Management Assistant,5.00,2252.00,2737.00
2010,ART,1844,Senior Management Assistant,3.00,2582.00,3138.00
2010,ART,3541,Curator 1,2.20,1871.00,2274.00
2010,ART,3542,Curator 2,4.00,2287.00,2779.00
2010,ART,3544,Curator 3,1.00,2412.00,2933.00
2010,ART,3549,Arts Program Assistant,6.00,1985.00,2412.00
2010,ART,3558,Senior Museum Registrar,1.00,2319.00,2819.00
2010,ASR,0922,Manager I,2.00,3282.00,4188.00
2010,ASR,0923,Manager II,2.00,3520.00,4492.00
2010,ASR,0932,Manager IV,1.00,4075.00,5200.00
2010,ASR,0941,Manager VI,1.00,4717.00,6019.00
2010,ASR,0952,Dep Dir II,2.00,3799.00,4848.00
2010,ASR,1023,IS Administrator 3,1.00,3108.00,3777.00
2010,ASR,1042,IS Engineer-Journey,1.00,3376.00,4247.00
2010,ASR,1220,Payroll Clerk,1.00,1936.00,2354.00
2010,ASR,1426,Senior Clerk Typist,1.00,1727.00,2099.00
2010,ASR,1446,Secretary 2,1.00,1904.00,2314.00
2010,ASR,1518,Confidential Sctry to Assessor,1.00,2319.00,2819.00
2010,ASR,1630,Account Clerk,1.00,1626.00,1975.00
2010,ASR,1634,Principal Account Clerk,1.00,2124.00,2582.00
2010,ASR,1752,Sr. Microphoto/Imaging Tech.,3.00,1765.00,2145.00
